simulation_id,sample_key,cell_id,time_trace,dis_to_target,simulation_file
20250717_090215_1.0,1,31,[1.00001    0.98548362 0.97271662 ... 1.04717695 1.04303825 1.04543502],1,sim_data__stimMag_0.50_beta_0.40_noise_0.010_kcross_0.0050_nSamples_25_85.h5
20250717_090215_1.0,1,32,[1.00001    1.00587868 1.01836516 ... 1.01198706 1.00796655 1.0035532 ],2,sim_data__stimMag_0.50_beta_0.40_noise_0.010_kcross_0.0050_nSamples_25_85.h5
20250717_090215_1.0,1,33,[1.00001    1.0032623  1.0311684  ... 1.08056291 1.08795422 1.07039954],2,sim_data__stimMag_0.50_beta_0.40_noise_0.010_kcross_0.0050_nSamples_25_85.h5
20250717_090215_1.0,1,34,[1.00001    0.99469757 1.00831498 ... 0.96807553 0.96287569 0.9575129 ],3,sim_data__stimMag_0.50_beta_0.40_noise_0.010_kcross_0.0050_nSamples_25_85.h5
20250717_090215_1.0,1,35,[1.00001    1.00787243 1.00737177 ... 0.98423893 0.98384161 0.97011915],4,sim_data__stimMag_0.50_beta_0.40_noise_0.010_kcross_0.0050_nSamples_25_85.h5
20250717_090215_1.0,1,36,[1.00001    1.00612085 0.9898158  ... 1.02371749 1.02340944 1.01806272],3,sim_data__stimMag_0.50_beta_0.40_noise_0.010_kcross_0.0050_nSamples_25_85.h5
20250717_090215_1.0,1,37,[1.00001    0.99496189 0.99343804 ... 1.03553688 1.03430065 1.06134316],3,sim_data__stimMag_0.50_beta_0.40_noise_0.010_kcross_0.0050_nSamples_25_85.h5
20250717_090215_1.0,1,38,[1.00001    1.00660104 0.99454066 ... 0.98284008 0.97558345 0.96259913],2,sim_data__stimMag_0.50_beta_0.40_noise_0.010_kcross_0.0050_nSamples_25_85.h5
20250717_090215_1.0,1,39,[1.00001    0.99277399 0.99017393 ... 1.01716654 1.01430773 1.00183561],3,sim_data__stimMag_0.50_beta_0.40_noise_0.010_kcross_0.0050_nSamples_25_85.h5
20250717_090215_1.0,1,40,[1.00001    0.99967826 1.00010136 ... 1.03972987 1.04364268 1.04551238],3,sim_data__stimMag_0.50_beta_0.40_noise_0.010_kcross_0.0050_nSamples_25_85.h5
20250717_090215_1.0,1,41,[1.00001    0.99276959 0.98480619 ... 0.98522437 0.99025021 0.99213756],4,sim_data__stimMag_0.50_beta_0.40_noise_0.010_kcross_0.0050_nSamples_25_85.h5
20250717_090215_1.0,1,42,[1.00001    1.00293186 1.00055142 ... 1.03461361 1.03316085 1.01027281],5,sim_data__stimMag_0.50_beta_0.40_noise_0.010_kcross_0.0050_nSamples_25_85.h5
20250717_090215_1.0,1,43,[1.00001    1.00017194 0.99906368 ... 1.0014001  1.01632099 1.02434357],4,sim_data__stimMag_0.50_beta_0.40_noise_0.010_kcross_0.0050_nSamples_25_85.h5
20250717_090215_1.0,1,44,[1.00001    1.00247019 1.00663393 ... 1.05393999 1.03906285 1.03946105],4,sim_data__stimMag_0.50_beta_0.40_noise_0.010_kcross_0.0050_nSamples_25_85.h5
20250717_090215_1.0,1,45,[1.00001    1.00217664 0.99913324 ... 0.91096177 0.89681432 0.8928861 ],3,sim_data__stimMag_0.50_beta_0.40_noise_0.010_kcross_0.0050_nSamples_25_85.h5
20250717_090215_1.0,1,46,[1.00001    0.99070952 0.9892998  ... 1.03655701 1.02930019 1.02252169],4,sim_data__stimMag_0.50_beta_0.40_noise_0.010_kcross_0.0050_nSamples_25_85.h5
20250717_090215_1.0,1,47,[1.00001    0.97613249 0.98169214 ... 0.97318652 0.97169811 0.97053827],4,sim_data__stimMag_0.50_beta_0.40_noise_0.010_kcross_0.0050_nSamples_25_85.h5
20250717_090215_1.0,1,48,[1.00001    1.00024737 1.00061751 ... 0.95135831 0.96655155 0.98006064],5,sim_data__stimMag_0.50_beta_0.40_noise_0.010_kcross_0.0050_nSamples_25_85.h5
20250717_090724_1.0,1,0,[1.00001    1.00444493 1.02421789 ... 0.95514445 0.97650972 0.98686272],4,sim_data__stimMag_0.50_beta_0.40_noise_0.010_kcross_0.0050_nSamples_25_86.h5
20250717_090724_1.0,1,1,[1.00001    1.00213582 1.00466073 ... 1.03431841 1.0312381  1.02325413],4,sim_data__stimMag_0.50_beta_0.40_noise_0.010_kcross_0.0050_nSamples_25_86.h5
20250717_090724_1.0,1,2,[1.00001    0.98798664 1.00109713 ... 1.05882275 1.03529665 1.03649529],3,sim_data__stimMag_0.50_beta_0.40_noise_0.010_kcross_0.0050_nSamples_25_86.h5
20250717_090724_1.0,1,3,[1.00001    0.99625036 0.99531121 ... 1.03261883 1.0178374  1.0209532 ],3,sim_data__stimMag_0.50_beta_0.40_noise_0.010_kcross_0.0050_nSamples_25_86.h5
20250717_090724_1.0,1,4,[1.00001    0.9975901  1.00165879 ... 1.03361803 1.02755031 1.02478581],3,sim_data__stimMag_0.50_beta_0.40_noise_0.010_kcross_0.0050_nSamples_25_86.h5
20250717_090724_1.0,1,5,[1.00001    1.00088039 1.0188063  ... 0.9846983  0.99742121 0.99491369],4,sim_data__stimMag_0.50_beta_0.40_noise_0.010_kcross_0.0050_nSamples_25_86.h5
20250717_090724_1.0,1,6,[1.00001    0.9952254  0.99524718 ... 1.0306942  1.03855894 1.05028561],4,sim_data__stimMag_0.50_beta_0.40_noise_0.010_kcross_0.0050_nSamples_25_86.h5
20250717_090724_1.0,1,7,[1.00001    0.99714028 1.00908249 ... 1.02032768 1.014307   1.02321907],3,sim_data__stimMag_0.50_beta_0.40_noise_0.010_kcross_0.0050_nSamples_25_86.h5
20250717_090724_1.0,1,8,[1.00001    1.00354557 1.0088845  ... 1.02080848 1.00156699 0.98933766],3,sim_data__stimMag_0.50_beta_0.40_noise_0.010_kcross_0.0050_nSamples_25_86.h5
20250717_090724_1.0,1,9,[1.00001    0.98313153 0.99889216 ... 0.95553859 0.95411116 0.95895575],2,sim_data__stimMag_0.50_beta_0.40_noise_0.010_kcross_0.0050_nSamples_25_86.h5
20250717_090724_1.0,1,10,[1.00001    1.01417802 1.01061214 ... 1.07581009 1.06668636 1.07074225],2,sim_data__stimMag_0.50_beta_0.40_noise_0.010_kcross_0.0050_nSamples_25_86.h5
20250717_090724_1.0,1,11,[1.00001    0.99497804 0.98879393 ... 1.00054485 1.00491019 0.99567282],2,sim_data__stimMag_0.50_beta_0.40_noise_0.010_kcross_0.0050_nSamples_25_86.h5
20250717_090724_1.0,1,12,[1.00001    0.98896681 0.99753722 ... 1.04806236 1.03312164 1.02895572],3,sim_data__stimMag_0.50_beta_0.40_noise_0.010_kcross_0.0050_nSamples_25_86.h5
20250717_090724_1.0,1,13,[1.00001    0.98108733 0.99041156 ... 1.04378152 1.03569851 1.01642243],3,sim_data__stimMag_0.50_beta_0.40_noise_0.010_kcross_0.0050_nSamples_25_86.h5
20250717_090724_1.0,1,14,[1.00001    1.01011082 1.00318721 ... 0.98094372 0.98688556 0.99082004],3,sim_data__stimMag_0.50_beta_0.40_noise_0.010_kcross_0.0050_nSamples_25_86.h5
20250717_090724_1.0,1,15,[1.00001    1.00249954 1.0154274  ... 0.92904188 0.9363403  0.93924449],2,sim_data__stimMag_0.50_beta_0.40_noise_0.010_kcross_0.0050_nSamples_25_86.h5
20250717_090724_1.0,1,16,[1.00001    1.01618717 1.01869226 ... 0.98750124 0.99385701 1.01527506],1,sim_data__stimMag_0.50_beta_0.40_noise_0.010_kcross_0.0050_nSamples_25_86.h5
20250717_090724_1.0,1,17,[1.00001    1.00066494 0.98926762 ... 0.93339658 0.94826592 0.94123894],1,sim_data__stimMag_0.50_beta_0.40_noise_0.010_kcross_0.0050_nSamples_25_86.h5
20250717_090724_1.0,1,18,[1.00001    0.99872438 0.99560547 ... 1.00556086 1.02108077 1.0325122 ],1,sim_data__stimMag_0.50_beta_0.40_noise_0.010_kcross_0.0050_nSamples_25_86.h5
20250717_090724_1.0,1,19,[1.00001    0.99577239 0.98624567 ... 0.99947962 1.01742484 1.00635309],2,sim_data__stimMag_0.50_beta_0.40_noise_0.010_kcross_0.0050_nSamples_25_86.h5
20250717_090724_1.0,1,20,[1.00001    1.01343416 1.00941453 ... 0.91485424 0.92267436 0.91945343],3,sim_data__stimMag_0.50_beta_0.40_noise_0.010_kcross_0.0050_nSamples_25_86.h5
20250717_090724_1.0,1,21,[1.00001    0.9975096  0.98775498 ... 1.00915278 1.00339605 0.9827246 ],3,sim_data__stimMag_0.50_beta_0.40_noise_0.010_kcross_0.0050_nSamples_25_86.h5
20250717_090724_1.0,1,22,[1.00001    0.9940474  0.98342412 ... 0.97295332 0.96991065 0.96417967],2,sim_data__stimMag_0.50_beta_0.40_noise_0.010_kcross_0.0050_nSamples_25_86.h5
20250717_090724_1.0,1,23,[1.00001    0.99676908 1.01119259 ... 0.95901    0.95963999 0.95965626],1,sim_data__stimMag_0.50_beta_0.40_noise_0.010_kcross_0.0050_nSamples_25_86.h5
20250717_090724_1.0,1,24,[1.00001    0.99205867 1.00704907 ... 0.9988423  0.99063334 0.99448369],0,sim_data__stimMag_0.50_beta_0.40_noise_0.010_kcross_0.0050_nSamples_25_86.h5
20250717_090724_1.0,1,25,[1.00001    1.02023629 1.02313287 ... 1.02864836 1.03061381 1.03912341],1,sim_data__stimMag_0.50_beta_0.40_noise_0.010_kcross_0.0050_nSamples_25_86.h5
20250717_090724_1.0,1,26,[1.00001    0.98777944 0.9917561  ... 1.03414267 1.03330664 1.0379135 ],2,sim_data__stimMag_0.50_beta_0.40_noise_0.010_kcross_0.0050_nSamples_25_86.h5
20250717_090724_1.0,1,27,[1.00001    1.00899204 1.0083189  ... 0.96025862 0.95871367 0.95150402],3,sim_data__stimMag_0.50_beta_0.40_noise_0.010_kcross_0.0050_nSamples_25_86.h5
20250717_090724_1.0,1,28,[1.00001    0.99763335 0.99919869 ... 1.00319315 1.00838182 1.002068  ],3,sim_data__stimMag_0.50_beta_0.40_noise_0.010_kcross_0.0050_nSamples_25_86.h5
20250717_090724_1.0,1,29,[1.00001    0.99920796 0.99274688 ... 0.95279862 0.95498979 0.96036203],2,sim_data__stimMag_0.50_beta_0.40_noise_0.010_kcross_0.0050_nSamples_25_86.h5
20250717_090724_1.0,1,30,[1.00001    1.0004525  0.99468752 ... 0.89602665 0.88779009 0.87007294],2,sim_data__stimMag_0.50_beta_0.40_noise_0.010_kcross_0.0050_nSamples_25_86.h5
20250717_090724_1.0,1,31,[1.00001    1.00739932 1.01452158 ... 0.99617597 0.99305956 0.99482086],1,sim_data__stimMag_0.50_beta_0.40_noise_0.010_kcross_0.0050_nSamples_25_86.h5
20250717_090724_1.0,1,32,[1.00001    1.00105681 1.00687319 ... 0.9869239  0.99979659 0.99652937],2,sim_data__stimMag_0.50_beta_0.40_noise_0.010_kcross_0.0050_nSamples_25_86.h5
20250717_090724_1.0,1,33,[1.00001    1.00775551 0.99565253 ... 1.02518342 1.03007174 1.01698744],2,sim_data__stimMag_0.50_beta_0.40_noise_0.010_kcross_0.0050_nSamples_25_86.h5
20250717_090724_1.0,1,34,[1.00001    1.01906473 1.01221618 ... 0.98531077 1.00405413 1.00552327],3,sim_data__stimMag_0.50_beta_0.40_noise_0.010_kcross_0.0050_nSamples_25_86.h5
20250717_090724_1.0,1,35,[1.00001    0.9972435  0.98377563 ... 1.01699637 1.02315065 1.01390232],4,sim_data__stimMag_0.50_beta_0.40_noise_0.010_kcross_0.0050_nSamples_25_86.h5
20250717_090724_1.0,1,36,[1.00001    0.99900494 1.0043151  ... 1.03195784 1.02387965 1.01944735],3,sim_data__stimMag_0.50_beta_0.40_noise_0.010_kcross_0.0050_nSamples_25_86.h5
20250717_090724_1.0,1,37,[1.00001    1.00386538 0.99521015 ... 0.97368854 0.95760282 0.96082888],3,sim_data__stimMag_0.50_beta_0.40_noise_0.010_kcross_0.0050_nSamples_25_86.h5
20250717_090724_1.0,1,38,[1.00001    0.99983654 0.99072161 ... 0.96737568 0.96417167 0.96422491],2,sim_data__stimMag_0.50_beta_0.40_noise_0.010_kcross_0.0050_nSamples_25_86.h5
20250717_090724_1.0,1,39,[1.00001    0.98855314 0.99807898 ... 1.01147581 0.99651963 0.97455753],3,sim_data__stimMag_0.50_beta_0.40_noise_0.010_kcross_0.0050_nSamples_25_86.h5
20250717_090724_1.0,1,40,[1.00001    0.99814298 1.00259587 ... 1.03030951 1.03046276 1.02902442],3,sim_data__stimMag_0.50_beta_0.40_noise_0.010_kcross_0.0050_nSamples_25_86.h5
20250717_090724_1.0,1,41,[1.00001    1.00697084 1.03346722 ... 0.96524663 0.97461936 1.00079601],4,sim_data__stimMag_0.50_beta_0.40_noise_0.010_kcross_0.0050_nSamples_25_86.h5
20250717_090724_1.0,1,42,[1.00001    1.01593298 1.01213555 ... 1.05463432 1.06314181 1.06411946],5,sim_data__stimMag_0.50_beta_0.40_noise_0.010_kcross_0.0050_nSamples_25_86.h5
20250717_090724_1.0,1,43,[1.00001    0.97830665 0.96116129 ... 0.98845484 0.99606803 1.00041197],4,sim_data__stimMag_0.50_beta_0.40_noise_0.010_kcross_0.0050_nSamples_25_86.h5
20250717_090724_1.0,1,44,[1.00001    1.01161886 1.03596109 ... 0.91970519 0.91680915 0.9316127 ],4,sim_data__stimMag_0.50_beta_0.40_noise_0.010_kcross_0.0050_nSamples_25_86.h5
20250717_090724_1.0,1,45,[1.00001    0.98619912 0.99210127 ... 0.97218987 0.96421053 0.97007236],3,sim_data__stimMag_0.50_beta_0.40_noise_0.010_kcross_0.0050_nSamples_25_86.h5
20250717_090724_1.0,1,46,[1.00001    1.0012334  0.99980279 ... 0.93942055 0.92968086 0.91255411],4,sim_data__stimMag_0.50_beta_0.40_noise_0.010_kcross_0.0050_nSamples_25_86.h5
20250717_090724_1.0,1,47,[1.00001    0.99895797 0.99262731 ... 0.93677394 0.94707575 0.9418146 ],4,sim_data__stimMag_0.50_beta_0.40_noise_0.010_kcross_0.0050_nSamples_25_86.h5
20250717_090724_1.0,1,48,[1.00001    0.98354403 0.97529951 ... 0.96339242 0.95816793 0.94286956],5,sim_data__stimMag_0.50_beta_0.40_noise_0.010_kcross_0.0050_nSamples_25_86.h5
20250717_091237_1.0,1,0,[1.00001    1.01536338 1.03216037 ... 1.06396119 1.08194196 1.07585176],4,sim_data__stimMag_0.50_beta_0.40_noise_0.010_kcross_0.0050_nSamples_25_87.h5
20250717_091237_1.0,1,1,[1.00001    0.98951074 0.99933481 ... 1.04652543 1.04337166 1.04425146],4,sim_data__stimMag_0.50_beta_0.40_noise_0.010_kcross_0.0050_nSamples_25_87.h5
20250717_091237_1.0,1,2,[1.00001    1.01024689 1.00531726 ... 1.02741133 1.02424718 1.02200729],3,sim_data__stimMag_0.50_beta_0.40_noise_0.010_kcross_0.0050_nSamples_25_87.h5
20250717_091237_1.0,1,3,[1.00001    1.00458802 0.99723568 ... 0.97580572 0.98669099 0.98206301],3,sim_data__stimMag_0.50_beta_0.40_noise_0.010_kcross_0.0050_nSamples_25_87.h5
20250717_091237_1.0,1,4,[1.00001    1.00435074 1.00774008 ... 1.03071131 1.02133131 1.02933641],3,sim_data__stimMag_0.50_beta_0.40_noise_0.010_kcross_0.0050_nSamples_25_87.h5
20250717_091237_1.0,1,5,[1.00001    1.00256428 1.00137968 ... 1.02521961 1.02988443 1.02863599],4,sim_data__stimMag_0.50_beta_0.40_noise_0.010_kcross_0.0050_nSamples_25_87.h5
20250717_091237_1.0,1,6,[1.00001    0.9800622  0.9941554  ... 1.04058686 1.03919664 1.04212803],4,sim_data__stimMag_0.50_beta_0.40_noise_0.010_kcross_0.0050_nSamples_25_87.h5
20250717_091237_1.0,1,7,[1.00001    0.99507535 1.01023262 ... 0.95839625 0.95490384 0.95677655],3,sim_data__stimMag_0.50_beta_0.40_noise_0.010_kcross_0.0050_nSamples_25_87.h5
20250717_091237_1.0,1,8,[1.00001    1.0066992  1.00219024 ... 1.07113685 1.06354287 1.04327061],3,sim_data__stimMag_0.50_beta_0.40_noise_0.010_kcross_0.0050_nSamples_25_87.h5
20250717_091237_1.0,1,9,[1.00001    1.00831174 1.00698748 ... 1.01136444 1.00475475 1.00836334],2,sim_data__stimMag_0.50_beta_0.40_noise_0.010_kcross_0.0050_nSamples_25_87.h5
20250717_091237_1.0,1,10,[1.00001    1.00937937 1.01141662 ... 0.99839742 0.99509633 1.00075996],2,sim_data__stimMag_0.50_beta_0.40_noise_0.010_kcross_0.0050_nSamples_25_87.h5
20250717_091237_1.0,1,11,[1.00001    1.01970307 1.03326793 ... 0.96398987 0.98148961 0.97511145],2,sim_data__stimMag_0.50_beta_0.40_noise_0.010_kcross_0.0050_nSamples_25_87.h5
20250717_091237_1.0,1,12,[1.00001    1.00181362 0.98776645 ... 1.07549959 1.04451653 1.04297575],3,sim_data__stimMag_0.50_beta_0.40_noise_0.010_kcross_0.0050_nSamples_25_87.h5
20250717_091237_1.0,1,13,[1.00001    0.99848095 0.99846324 ... 0.95752149 0.95912314 0.96116793],3,sim_data__stimMag_0.50_beta_0.40_noise_0.010_kcross_0.0050_nSamples_25_87.h5
20250717_091237_1.0,1,14,[1.00001    1.00313547 1.01088744 ... 0.97437545 0.98872096 0.99901374],3,sim_data__stimMag_0.50_beta_0.40_noise_0.010_kcross_0.0050_nSamples_25_87.h5
20250717_091237_1.0,1,15,[1.00001    0.99835779 1.00380327 ... 0.99059633 1.00252589 1.02213908],2,sim_data__stimMag_0.50_beta_0.40_noise_0.010_kcross_0.0050_nSamples_25_87.h5
20250717_091237_1.0,1,16,[1.00001    1.00795488 1.02240036 ... 0.94874592 0.96660649 0.96312353],1,sim_data__stimMag_0.50_beta_0.40_noise_0.010_kcross_0.0050_nSamples_25_87.h5
20250717_091237_1.0,1,17,[1.00001    0.98094578 0.98840114 ... 1.04333813 1.04285454 1.02766193],1,sim_data__stimMag_0.50_beta_0.40_noise_0.010_kcross_0.0050_nSamples_25_87.h5
20250717_091237_1.0,1,18,[1.00001    0.99826925 1.00553988 ... 0.97640226 0.97611309 0.96716856],1,sim_data__stimMag_0.50_beta_0.40_noise_0.010_kcross_0.0050_nSamples_25_87.h5
20250717_091237_1.0,1,19,[1.00001    0.98435405 0.97573409 ... 0.99690983 1.00939674 0.99422348],2,sim_data__stimMag_0.50_beta_0.40_noise_0.010_kcross_0.0050_nSamples_25_87.h5
20250717_091237_1.0,1,20,[1.00001    1.00346315 1.00921557 ... 0.98548135 0.98466763 0.97739426],3,sim_data__stimMag_0.50_beta_0.40_noise_0.010_kcross_0.0050_nSamples_25_87.h5
20250717_091237_1.0,1,21,[1.00001    0.98540149 0.98275364 ... 1.01787475 1.01961904 1.01852035],3,sim_data__stimMag_0.50_beta_0.40_noise_0.010_kcross_0.0050_nSamples_25_87.h5
20250717_091237_1.0,1,22,[1.00001    0.99693432 1.00465355 ... 1.02257703 1.00753185 1.00819989],2,sim_data__stimMag_0.50_beta_0.40_noise_0.010_kcross_0.0050_nSamples_25_87.h5
20250717_091237_1.0,1,23,[1.00001    0.98486525 0.98389824 ... 0.97892525 0.98556115 0.97727615],1,sim_data__stimMag_0.50_beta_0.40_noise_0.010_kcross_0.0050_nSamples_25_87.h5
20250717_091237_1.0,1,24,[1.00001    1.01645829 1.01424118 ... 0.90293108 0.90448601 0.90348911],0,sim_data__stimMag_0.50_beta_0.40_noise_0.010_kcross_0.0050_nSamples_25_87.h5
20250717_091237_1.0,1,25,[1.00001    0.99208089 0.98913622 ... 0.95662123 0.94874527 0.94364262],1,sim_data__stimMag_0.50_beta_0.40_noise_0.010_kcross_0.0050_nSamples_25_87.h5
20250717_091237_1.0,1,26,[1.00001    0.98280507 0.96652334 ... 0.99148225 0.99353576 0.99373591],2,sim_data__stimMag_0.50_beta_0.40_noise_0.010_kcross_0.0050_nSamples_25_87.h5
20250717_091237_1.0,1,27,[1.00001    1.00287381 0.98897758 ... 0.95563136 0.9468818  0.94333744],3,sim_data__stimMag_0.50_beta_0.40_noise_0.010_kcross_0.0050_nSamples_25_87.h5
20250717_091237_1.0,1,28,[1.00001    1.00780166 1.02294905 ... 0.94179282 0.95226411 0.95433943],3,sim_data__stimMag_0.50_beta_0.40_noise_0.010_kcross_0.0050_nSamples_25_87.h5
20250717_091237_1.0,1,29,[1.00001    0.98961459 0.98938721 ... 1.0334765  1.04821151 1.03536309],2,sim_data__stimMag_0.50_beta_0.40_noise_0.010_kcross_0.0050_nSamples_25_87.h5
20250717_091237_1.0,1,30,[1.00001    1.00556626 1.02111078 ... 1.03535504 1.02217933 1.01978605],2,sim_data__stimMag_0.50_beta_0.40_noise_0.010_kcross_0.0050_nSamples_25_87.h5
20250717_091237_1.0,1,31,[1.00001    0.9894257  0.98867178 ... 0.9830954  0.97965569 0.97731257],1,sim_data__stimMag_0.50_beta_0.40_noise_0.010_kcross_0.0050_nSamples_25_87.h5
20250717_091237_1.0,1,32,[1.00001    0.99128607 1.00929195 ... 1.00999575 1.02118504 1.02040542],2,sim_data__stimMag_0.50_beta_0.40_noise_0.010_kcross_0.0050_nSamples_25_87.h5
20250717_091237_1.0,1,33,[1.00001    1.01382555 1.01251898 ... 0.93956446 0.93760608 0.95307742],2,sim_data__stimMag_0.50_beta_0.40_noise_0.010_kcross_0.0050_nSamples_25_87.h5
20250717_091237_1.0,1,34,[1.00001    0.99133737 0.99018511 ... 0.98577245 0.98618598 0.97162241],3,sim_data__stimMag_0.50_beta_0.40_noise_0.010_kcross_0.0050_nSamples_25_87.h5
20250717_091237_1.0,1,35,[1.00001    1.00133092 1.01268889 ... 0.93592584 0.95218735 0.95111701],4,sim_data__stimMag_0.50_beta_0.40_noise_0.010_kcross_0.0050_nSamples_25_87.h5
20250717_091237_1.0,1,36,[1.00001    0.99907053 1.01559708 ... 0.94756573 0.95422464 0.96533167],3,sim_data__stimMag_0.50_beta_0.40_noise_0.010_kcross_0.0050_nSamples_25_87.h5
20250717_091237_1.0,1,37,[1.00001    0.9947379  1.00613941 ... 1.03207671 1.02720533 1.02075201],3,sim_data__stimMag_0.50_beta_0.40_noise_0.010_kcross_0.0050_nSamples_25_87.h5
20250717_091237_1.0,1,38,[1.00001    0.98168693 0.99377684 ... 0.99956857 1.00142661 1.01560144],2,sim_data__stimMag_0.50_beta_0.40_noise_0.010_kcross_0.0050_nSamples_25_87.h5
20250717_091237_1.0,1,39,[1.00001    0.99124132 0.9861393  ... 1.00408295 1.00493458 0.98273562],3,sim_data__stimMag_0.50_beta_0.40_noise_0.010_kcross_0.0050_nSamples_25_87.h5
20250717_091237_1.0,1,40,[1.00001    0.99241377 0.9827661  ... 0.99400725 1.00380369 1.01184081],3,sim_data__stimMag_0.50_beta_0.40_noise_0.010_kcross_0.0050_nSamples_25_87.h5
20250717_091237_1.0,1,41,[1.00001    1.00542201 0.99482909 ... 0.96358226 0.96944528 0.9802329 ],4,sim_data__stimMag_0.50_beta_0.40_noise_0.010_kcross_0.0050_nSamples_25_87.h5
20250717_091237_1.0,1,42,[1.00001    0.99199473 0.99540022 ... 0.95965494 0.95154717 0.95353451],5,sim_data__stimMag_0.50_beta_0.40_noise_0.010_kcross_0.0050_nSamples_25_87.h5
20250717_091237_1.0,1,43,[1.00001    1.00499446 1.009801   ... 1.09529319 1.08260331 1.08613207],4,sim_data__stimMag_0.50_beta_0.40_noise_0.010_kcross_0.0050_nSamples_25_87.h5
20250717_091237_1.0,1,44,[1.00001    1.00005482 0.98304748 ... 0.9915607  1.00584884 0.99583686],4,sim_data__stimMag_0.50_beta_0.40_noise_0.010_kcross_0.0050_nSamples_25_87.h5
20250717_091237_1.0,1,45,[1.00001    0.98896178 0.99031127 ... 0.96641797 0.9875909  0.98421592],3,sim_data__stimMag_0.50_beta_0.40_noise_0.010_kcross_0.0050_nSamples_25_87.h5
20250717_091237_1.0,1,46,[1.00001    1.0148482  1.00168231 ... 0.964567   0.96206442 0.95765503],4,sim_data__stimMag_0.50_beta_0.40_noise_0.010_kcross_0.0050_nSamples_25_87.h5
20250717_091237_1.0,1,47,[1.00001    1.01958831 0.99531076 ... 0.99671979 0.99023735 0.97261099],4,sim_data__stimMag_0.50_beta_0.40_noise_0.010_kcross_0.0050_nSamples_25_87.h5
20250717_091237_1.0,1,48,[1.00001    0.98881367 0.96610951 ... 1.03262961 1.03267668 1.05188947],5,sim_data__stimMag_0.50_beta_0.40_noise_0.010_kcross_0.0050_nSamples_25_87.h5
20250717_091746_1.0,1,0,[1.00001    1.00610838 0.99296453 ... 0.96160963 0.96523644 0.95925767],4,sim_data__stimMag_0.50_beta_0.40_noise_0.010_kcross_0.0050_nSamples_25_88.h5
20250717_091746_1.0,1,1,[1.00001    1.00510018 1.0084775  ... 0.97238938 0.96805399 0.96567747],4,sim_data__stimMag_0.50_beta_0.40_noise_0.010_kcross_0.0050_nSamples_25_88.h5
20250717_091746_1.0,1,2,[1.00001    0.99688772 0.98374126 ... 0.98150304 0.99323753 0.99530537],3,sim_data__stimMag_0.50_beta_0.40_noise_0.010_kcross_0.0050_nSamples_25_88.h5
20250717_091746_1.0,1,3,[1.00001    0.99810378 1.00351215 ... 0.98763674 0.98974625 1.01185034],3,sim_data__stimMag_0.50_beta_0.40_noise_0.010_kcross_0.0050_nSamples_25_88.h5
20250717_091746_1.0,1,4,[1.00001    1.01982004 1.01585786 ... 1.07415823 1.09343695 1.09870793],3,sim_data__stimMag_0.50_beta_0.40_noise_0.010_kcross_0.0050_nSamples_25_88.h5
20250717_091746_1.0,1,5,[1.00001    0.99475474 0.99131118 ... 0.9883848  0.9994278  0.99916981],4,sim_data__stimMag_0.50_beta_0.40_noise_0.010_kcross_0.0050_nSamples_25_88.h5
20250717_091746_1.0,1,6,[1.00001    0.99012392 0.98060017 ... 1.01136723 1.00833686 1.00071503],4,sim_data__stimMag_0.50_beta_0.40_noise_0.010_kcross_0.0050_nSamples_25_88.h5
20250717_091746_1.0,1,7,[1.00001    1.00068902 1.00607729 ... 0.97353154 0.9651201  0.96477147],3,sim_data__stimMag_0.50_beta_0.40_noise_0.010_kcross_0.0050_nSamples_25_88.h5
20250717_091746_1.0,1,8,[1.00001    1.01517533 1.03391398 ... 0.94890962 0.94377472 0.94043801],3,sim_data__stimMag_0.50_beta_0.40_noise_0.010_kcross_0.0050_nSamples_25_88.h5
20250717_091746_1.0,1,9,[1.00001    1.00080612 1.0062592  ... 0.9491884  0.95527329 0.95350736],2,sim_data__stimMag_0.50_beta_0.40_noise_0.010_kcross_0.0050_nSamples_25_88.h5
20250717_091746_1.0,1,10,[1.00001    1.00260088 0.99150376 ... 1.03992021 1.05027346 1.03407217],2,sim_data__stimMag_0.50_beta_0.40_noise_0.010_kcross_0.0050_nSamples_25_88.h5
20250717_091746_1.0,1,11,[1.00001    0.99570397 0.99185087 ... 1.03775399 1.02294533 1.01581002],2,sim_data__stimMag_0.50_beta_0.40_noise_0.010_kcross_0.0050_nSamples_25_88.h5
20250717_091746_1.0,1,12,[1.00001    0.98676423 0.99971784 ... 1.09869543 1.09410374 1.09073148],3,sim_data__stimMag_0.50_beta_0.40_noise_0.010_kcross_0.0050_nSamples_25_88.h5
20250717_091746_1.0,1,13,[1.00001    0.99936091 1.00895318 ... 1.15573894 1.15857889 1.14321819],3,sim_data__stimMag_0.50_beta_0.40_noise_0.010_kcross_0.0050_nSamples_25_88.h5
20250717_091746_1.0,1,14,[1.00001    1.00023177 0.99366737 ... 0.97731589 0.95804768 0.97075121],3,sim_data__stimMag_0.50_beta_0.40_noise_0.010_kcross_0.0050_nSamples_25_88.h5
20250717_091746_1.0,1,15,[1.00001    1.00241283 1.00531844 ... 1.00379561 1.00554218 1.00145146],2,sim_data__stimMag_0.50_beta_0.40_noise_0.010_kcross_0.0050_nSamples_25_88.h5
